x,y
-10.0,-174.02628677591014
-9.797979797979798,-170.56126380146407
-9.595959595959595,-156.0095286848234
-9.393939393939394,-141.0184770126087
-9.191919191919192,-147.35846608388283
-8.98989898989899,-139.90675538316194
-8.787878787878787,-118.20932833550062
-8.585858585858587,-117.76892772011651
-8.383838383838384,-120.98063196765779
-8.181818181818182,-106.44689756265714
-7.979797979797979,-108.29842326060927
-7.777777777777778,-102.35683940030415
-7.575757575757576,-90.96649177098399
-7.373737373737374,-102.70594246195219
-7.171717171717171,-95.91792878664874
-6.96969696969697,-81.55220011427394
-6.767676767676768,-80.30334380003997
-6.565656565656566,-65.0400454081073
-6.363636363636363,-70.37313325030041
-6.161616161616162,-70.1589272511004
-5.959595959595959,-43.078557971628825
-5.757575757575758,-52.739955569042415
-5.555555555555555,-46.70531620063104
-5.353535353535354,-55.13217670293163
-5.151515151515151,-44.749808157889966
-4.94949494949495,-36.334879637118924
-4.747474747474747,-43.41973488320019
-4.545454545454546,-28.352793013264684
-4.343434343434343,-33.46219563404292
-4.141414141414142,-28.436516197425057
-3.9393939393939394,-28.50472338229409
-3.737373737373738,-6.598226566030993
-3.5353535353535355,-19.382141741182814
-3.333333333333333,-25.72094669090646
-3.1313131313131315,-8.786431764486519
-2.929292929292929,-23.35856162047561
-2.7272727272727275,-10.258467648677211
-2.525252525252525,-26.051897087643475
-2.3232323232323235,-19.547832946834724
-2.121212121212121,-5.992964970158067
-1.9191919191919187,-0.3983874323030978
-1.717171717171718,-3.761247022863289
-1.5151515151515156,-4.966313787836761
-1.3131313131313131,-5.436805477293834
-1.1111111111111107,-13.915967418138319
-0.9090909090909101,-6.9743810150164265
-0.7070707070707076,-4.091646709507161
-0.5050505050505052,8.801405661372321
-0.30303030303030276,3.791159077768718
-0.10101010101010033,-12.412556127200421
0.10101010101010033,4.8907035989508385
0.30303030303030276,-0.2146983691061961
0.5050505050505052,-2.0148798667204346
0.7070707070707076,8.799997867758334
0.9090909090909083,12.637177246834623
1.1111111111111107,12.303464546893924
1.3131313131313131,-1.41007811872755
1.5151515151515156,3.2717444080551865
1.7171717171717162,8.833622017357094
1.9191919191919187,14.427183466553695
2.121212121212121,3.234920091171509
2.3232323232323235,6.039664314625285
2.525252525252524,-0.8530440117372109
2.7272727272727266,-1.0782931128557358
2.929292929292929,15.511261934255465
3.1313131313131315,20.411589363544564
3.333333333333334,9.57206717550548
3.5353535353535346,18.80370250647879
3.737373737373737,14.34157778967262
3.9393939393939394,7.011287837884219
4.141414141414142,15.842819952441126
4.3434343434343425,26.095956750695304
4.545454545454545,14.41061182235705
4.747474747474747,28.190419032423403
4.94949494949495,-4.233200732996114
5.1515151515151505,24.431858040400122
5.353535353535353,19.770226977576428
5.555555555555555,17.98928550354329
5.757575757575758,22.518152773210087
5.9595959595959584,7.386412804561623
6.161616161616163,23.137608814628493
6.363636363636363,29.469973449629656
6.565656565656564,40.26933028865244
6.767676767676768,26.25308425942353
6.969696969696969,26.009275207797533
7.171717171717173,30.67100258676527
7.373737373737374,44.350914589455044
7.575757575757574,42.14009597414142
7.777777777777779,37.89909258111199
7.979797979797979,49.0200453846285
8.18181818181818,48.62184954579857
8.383838383838384,58.68525075811948
8.585858585858585,48.57501314595931
8.787878787878789,54.994920096327704
8.98989898989899,58.07851065392438
9.19191919191919,53.285741070266795
9.393939393939394,71.32558074338309
9.595959595959595,75.19703859977902
9.7979797979798,77.49564892361407
10.0,80.12330293299883
